year   day  hour  min   field
2018   2 10 20   -0.12
2018   2 10 21    0.23
2018   2 10 22    0.14
2018   2 10 23    0.26
2018   2 10 24    0.31
2018   2 10 25    0.68
2018   2 10 26    1.40
2018   2 10 27    1.50
2018   2 10 28    1.46
2018   2 10 29    1.48
2018   2 10 30    1.95
2018   2 10 31    1.76
2018   2 10 32    1.90
2018   2 10 33    2.05
2018   2 10 34    1.98
2018   2 10 35    2.24
2018   2 10 36    2.14
2018   2 10 37    2.23
2018   2 10 38    2.36
2018   2 10 39    2.21
2018   2 10 40    2.01
2018   2 10 41    1.96
2018   2 10 42    1.96
2018   2 10 43    2.10
2018   2 10 44    2.25
2018   2 10 45    2.26
2018   2 10 46    2.17
2018   2 10 47    2.23
2018   2 10 48    2.27
2018   2 10 49    2.17
2018   2 10 50    2.00
2018   2 10 51    1.93
2018   2 10 52    2.33
2018   2 10 53    2.45
2018   2 10 54    1.89
2018   2 10 55    2.05
2018   2 10 56    2.24
2018   2 10 57    2.41
2018   2 10 58    2.68
2018   2 10 59    2.83
2018   2 11  0    3.04
2018   2 11  1    3.22
2018   2 11  2    3.49
2018   2 11  3    2.88
2018   2 11  4    2.38
2018   2 11  5    2.20
2018   2 11  6    2.36
2018   2 11  7    2.30
2018   2 11  8    2.34
2018   2 11  9    2.28
2018   2 11 10    2.23
2018   2 11 11    2.36
2018   2 11 12    2.41
2018   2 11 13    2.44
2018   2 11 14    2.46
2018   2 11 15    2.49
2018   2 11 16    2.45
2018   2 11 17    1.99
2018   2 11 18    1.74
2018   2 11 19    1.29
2018   2 11 20    1.36
2018   2 11 21    1.44
2018   2 11 22    1.30
2018   2 11 23    1.42
2018   2 11 24    1.30
2018   2 11 25    1.26
2018   2 11 26    1.33
2018   2 11 27    1.16
2018   2 11 28    0.95
2018   2 11 29    0.97
2018   2 11 30    1.06
2018   2 11 31    0.96
2018   2 11 32    0.80
2018   2 11 33    0.87
2018   2 11 34    0.72
2018   2 11 35    0.46
2018   2 11 36    0.41
2018   2 11 37    0.35
2018   2 11 38    0.28
2018   2 11 39    0.31
2018   2 11 40    0.35
2018   2 11 41    0.40
2018   2 11 42    0.31
2018   2 11 43    0.13
2018   2 11 44    0.18
2018   2 11 45    0.22
2018   2 11 46    0.13
2018   2 11 47    0.38
2018   2 11 48    0.40
2018   2 11 49    0.22
2018   2 11 50    0.30
2018   2 11 51   -0.22
2018   2 11 52   -1.06
2018   2 11 53   -1.15
2018   2 11 54   -0.12
2018   2 11 55    0.47
2018   2 11 56    0.18
2018   2 11 57    0.36
2018   2 11 58    0.27
2018   2 11 59    0.52
2018   2 12  0    0.52
2018   2 12  1    0.61
2018   2 12  2    0.68
2018   2 12  3    1.19
2018   2 12  4    0.85
2018   2 12  5    0.08
2018   2 12  6    0.45
2018   2 12  7    0.64
2018   2 12  8    0.48
2018   2 12  9    0.31
2018   2 12 10    0.09
2018   2 12 11   -0.05
2018   2 12 12   -0.39
2018   2 12 13   -0.39
2018   2 12 14   -0.38
2018   2 12 15   -0.45
2018   2 12 16   -0.07
2018   2 12 17   -0.32
2018   2 12 18   -0.18
2018   2 12 19   -0.03
2018   2 12 20   -0.06
2018   2 12 21   -0.50
2018   2 12 22   -0.19
2018   2 12 23   -0.14
2018   2 12 24   -0.18
2018   2 12 25   -0.35
2018   2 12 26   -0.03
2018   2 12 27   -0.45
2018   2 12 28   -0.48
2018   2 12 29   -0.54
2018   2 12 30   -0.67
2018   2 12 31   -0.89
2018   2 12 32   -1.12
2018   2 12 33   -0.62
2018   2 12 34    0.81
2018   2 12 35    0.76
2018   2 12 36    0.45
2018   2 12 37    0.11
2018   2 12 38    0.76
2018   2 12 39    0.90
2018   2 12 40    0.25
2018   2 12 41    0.15
2018   2 12 42   -0.20
2018   2 12 43   -1.11
2018   2 12 44   -1.76
2018   2 12 45   -1.40
2018   2 12 46   -2.13
2018   2 12 47   -1.77
2018   2 12 48   -1.72
2018   2 12 49   -1.67
2018   2 12 50   -1.63
2018   2 12 51   -1.39
2018   2 12 52   -0.93
2018   2 12 53   -1.02
2018   2 12 54   -1.63
2018   2 12 55   -0.76
2018   2 12 56   -0.03
2018   2 12 57   -0.34
2018   2 12 58   -0.39
2018   2 12 59   -0.43
2018   2 13  0   -0.43
2018   2 13  1   -0.07
2018   2 13  2    0.04
2018   2 13  3   -0.10
2018   2 13  4    0.72
2018   2 13  5    0.80
2018   2 13  6    0.06
2018   2 13  7    0.05
2018   2 13  8    0.19
2018   2 13  9   -1.78
2018   2 13 10   -1.91
2018   2 13 11   -1.64
2018   2 13 12   -2.01
2018   2 13 13   -1.63
2018   2 13 14   -0.70
2018   2 13 15   -0.65
2018   2 13 16   -0.67
2018   2 13 17   -0.69
2018   2 13 18   -0.83
2018   2 13 19   -0.26
2018   2 13 20   -0.93
2018   2 13 21   -1.04
2018   2 13 22    0.25
2018   2 13 23   -0.33
2018   2 13 24   -0.77
2018   2 13 25    0.24
2018   2 13 26   -0.34
2018   2 13 27   -1.10
2018   2 13 28   -1.13
2018   2 13 29   -0.95
2018   2 13 30   -1.05
2018   2 13 31   -1.05
2018   2 13 32   -0.97
2018   2 13 33   -0.86
2018   2 13 34   -1.00
2018   2 13 35   -1.07
2018   2 13 36   -1.00
2018   2 13 37   -0.93
2018   2 13 38   -1.08
2018   2 13 39   -1.07
2018   2 13 40   -0.90
2018   2 13 41   -0.78
2018   2 13 42   -0.88
2018   2 13 43   -0.85
2018   2 13 44   -0.84
2018   2 13 45   -0.69
2018   2 13 46   -0.60
2018   2 13 47   -0.86
2018   2 13 48   -0.56
2018   2 13 49   -0.47
2018   2 13 50   -0.51
2018   2 13 51   -0.52
2018   2 13 52   -0.65
2018   2 13 53   -0.48
2018   2 13 54   -0.25
2018   2 13 55    0.31
2018   2 13 56   -0.10
2018   2 13 57   -0.07
2018   2 13 58    0.22
2018   2 13 59    0.36
2018   2 14  0    0.58
2018   2 14  1    1.04
2018   2 14  2    1.46
2018   2 14  3    1.55
2018   2 14  4    1.32
2018   2 14  5    1.23
2018   2 14  6    1.49
2018   2 14  7    1.57
2018   2 14  8    1.80
2018   2 14  9    1.80
2018   2 14 10    1.70
2018   2 14 11    1.41
2018   2 14 12    1.47
2018   2 14 13    1.78
2018   2 14 14    1.86
2018   2 14 15    1.96
2018   2 14 16    0.70
2018   2 14 17   -0.64
2018   2 14 18   -0.39
2018   2 14 19   -0.77
2018   2 14 20   -0.65
2018   2 14 21    0.35
2018   2 14 22   -0.43
2018   2 14 23   -0.67
2018   2 14 24   -1.49
2018   2 14 25   -1.71
2018   2 14 26   -1.55
2018   2 14 27   -1.84
2018   2 14 28   -1.75
2018   2 14 29   -1.43
2018   2 14 30   -1.35
2018   2 14 31   -1.23
2018   2 14 32   -1.16
2018   2 14 33   -1.67
2018   2 14 34   -1.51
2018   2 14 35   -1.38
2018   2 14 36   -1.68
2018   2 14 37   -1.55
2018   2 14 38   -0.86
2018   2 14 39   -0.55
2018   2 14 40    0.09
2018   2 14 41    0.01
2018   2 14 42   -0.11
2018   2 14 43   -0.29
2018   2 14 44   -0.35
2018   2 14 45    0.06
2018   2 14 46    0.68
2018   2 14 47   -0.66
2018   2 14 48   -0.72
2018   2 14 49   -1.19
2018   2 14 50   -1.50
2018   2 14 51   -1.31
2018   2 14 52   -1.31
2018   2 14 53   -1.87
2018   2 14 54   -2.03
2018   2 14 55   -1.95
2018   2 14 56   -1.31
2018   2 14 57   -1.08
2018   2 14 58    0.29
2018   2 14 59    0.80
2018   2 15  0    0.22
2018   2 15  1    0.77
2018   2 15  2   -0.58
2018   2 15  3   -0.74
2018   2 15  4   -2.72
2018   2 15  5   -4.02
2018   2 15  6   -3.78
2018   2 15  7   -3.69
2018   2 15  8   -3.51
2018   2 15  9   -3.27
2018   2 15 10   -3.26
2018   2 15 11   -2.88
2018   2 15 12   -3.73
2018   2 15 13   -3.05
2018   2 15 14   -1.59
2018   2 15 15   -1.15
2018   2 15 16   -0.60
2018   2 15 17   -0.19
2018   2 15 18   -1.22
2018   2 15 19   -0.35
2018   2 15 20    0.30
2018   2 15 21    0.51
2018   2 15 22    0.59
2018   2 15 23    1.33
2018   2 15 24    0.36
2018   2 15 25   -0.87
2018   2 15 26   -0.99
2018   2 15 27   -1.44
2018   2 15 28   -1.40
2018   2 15 29   -0.84
2018   2 15 30   -0.62
2018   2 15 31   -0.09
2018   2 15 32    0.10
2018   2 15 33   -0.66
2018   2 15 34   -0.73
2018   2 15 35   -0.27
2018   2 15 36   -0.75
2018   2 15 37   -0.34
2018   2 15 38    0.64
2018   2 15 39    0.96
2018   2 15 40    0.74
2018   2 15 41    0.93
2018   2 15 42    0.52
2018   2 15 43   -0.14
2018   2 15 44   -0.18
2018   2 15 45   -0.60
2018   2 15 46   -0.05
2018   2 15 47   -1.13
2018   2 15 48   -0.80
2018   2 15 49   -0.40
2018   2 15 50   -0.49
2018   2 15 51   -0.77
2018   2 15 52   -0.46
2018   2 15 53   -0.25
2018   2 15 54   -0.02
2018   2 15 55    0.27
2018   2 15 56    0.39
2018   2 15 57    1.12
2018   2 15 58    1.06
2018   2 15 59    0.96
2018   2 16  0    0.34
2018   2 16  1    1.08
2018   2 16  2    2.02
2018   2 16  3    0.50
2018   2 16  4    0.19
2018   2 16  5    0.68
2018   2 16  6    0.31
2018   2 16  7   -0.28
2018   2 16  8   -1.09
2018   2 16  9   -1.40
2018   2 16 10   -0.13
2018   2 16 11    0.63
2018   2 16 12    0.68
2018   2 16 13    0.48
2018   2 16 14    0.69
2018   2 16 15    0.12
2018   2 16 16    0.28
2018   2 16 17    0.32
2018   2 16 18    0.24
2018   2 16 19    0.12
2018   2 16 20    0.23
2018   2 16 21    0.12
2018   2 16 22   -0.02
2018   2 16 23   -0.05
2018   2 16 24   -0.12
2018   2 16 25   -0.04
2018   2 16 26   -0.11
2018   2 16 27   -0.04
2018   2 16 28    0.04
2018   2 16 29    0.02
2018   2 16 30    0.04
2018   2 16 31   -0.16
2018   2 16 32   -0.24
2018   2 16 33   -0.07
2018   2 16 34   -0.06
2018   2 16 35    0.01
2018   2 16 36    0.17
2018   2 16 37    0.39
2018   2 16 38    0.66
2018   2 16 39    0.64
2018   2 16 40    0.59
2018   2 16 41    0.51
2018   2 16 42    0.68
2018   2 16 43    0.68
2018   2 16 44    0.20
2018   2 16 45    0.11
2018   2 16 46    0.15
2018   2 16 47    0.08
2018   2 16 48    0.05
2018   2 16 49    0.34
2018   2 16 50    0.01
2018   2 16 51    0.16
2018   2 16 52   -0.49
2018   2 16 53   -1.11
2018   2 16 54   -0.98
2018   2 16 55   -1.24
2018   2 16 56   -1.29
2018   2 16 57   -1.34
2018   2 16 58   -1.35
2018   2 16 59   -0.99
2018   2 17  0   -1.16
2018   2 17  1   -1.25
2018   2 17  2   -1.44
2018   2 17  3   -1.16
2018   2 17  4   -1.02
2018   2 17  5   -0.82
2018   2 17  6   -0.54
2018   2 17  7   -0.67
2018   2 17  8   -0.93
2018   2 17  9   -0.63
2018   2 17 10   -0.80
2018   2 17 11   -0.54
2018   2 17 12   -1.36
2018   2 17 13   -1.61
2018   2 17 14   -1.59
2018   2 17 15   -1.58
2018   2 17 16   -1.74
2018   2 17 17   -1.64
2018   2 17 18   -1.68
2018   2 17 19   -1.75
2018   2 17 20   -1.44
2018   2 17 21   -1.39
2018   2 17 22   -1.69
2018   2 17 23   -1.57
2018   2 17 24   -1.38
2018   2 17 25   -1.20
2018   2 17 26   -1.25
2018   2 17 27   -1.20
2018   2 17 28   -1.18
2018   2 17 29   -1.23
2018   2 17 30   -1.39
2018   2 17 31   -1.63
2018   2 17 32   -1.53
2018   2 17 33   -1.66
2018   2 17 34   -1.83
2018   2 17 35   -1.97
2018   2 17 36   -2.02
2018   2 17 37   -2.13
2018   2 17 38   -1.50
2018   2 17 39   -1.91
2018   2 17 40   -1.20
2018   2 17 41   -1.29
2018   2 17 42   -1.65
2018   2 17 43   -1.72
2018   2 17 44   -2.00
2018   2 17 45   -2.13
2018   2 17 46   -1.97
2018   2 17 47   -2.00
2018   2 17 48   -1.88
2018   2 17 49   -2.29
2018   2 17 50   -2.36
2018   2 17 51   -2.35
2018   2 17 52   -2.73
2018   2 17 53   -1.91
2018   2 17 54   -1.33
2018   2 17 55   -2.08
2018   2 17 56   -2.04
2018   2 17 57   -1.41
2018   2 17 58   -0.75
2018   2 17 59   -0.38
2018   2 18  0   -0.29
2018   2 18  1   -0.50
2018   2 18  2   -0.75
2018   2 18  3   -1.00
2018   2 18  4   -1.16
2018   2 18  5   -0.84
2018   2 18  6   -1.07
2018   2 18  7   -1.37
2018   2 18  8   -1.36
2018   2 18  9   -1.24
2018   2 18 10   -1.24
2018   2 18 11   -1.12
2018   2 18 12   -1.26
2018   2 18 13   -1.47
2018   2 18 14   -1.51
2018   2 18 15   -1.39
2018   2 18 16   -1.64
2018   2 18 17   -1.52
2018   2 18 18   -1.33
2018   2 18 19   -1.47
2018   2 18 20   -1.43
2018   2 18 21   -1.36
2018   2 18 22   -1.73
2018   2 18 23   -2.00
2018   2 18 24   -1.94
2018   2 18 25   -1.72
2018   2 18 26   -1.54
2018   2 18 27   -1.62
2018   2 18 28   -1.75
2018   2 18 29   -1.78
2018   2 18 30   -1.74
2018   2 18 31   -1.83
2018   2 18 32   -1.39
2018   2 18 33   -1.33
2018   2 18 34   -1.50
2018   2 18 35   -1.82
2018   2 18 36   -1.69
2018   2 18 37   -1.67
2018   2 18 38   -1.71
2018   2 18 39   -1.42
2018   2 18 40   -1.68
2018   2 18 41   -1.83
2018   2 18 42   -1.80
2018   2 18 43   -1.57
2018   2 18 44   -1.36
2018   2 18 45   -1.38
2018   2 18 46   -1.49
2018   2 18 47   -1.69
2018   2 18 48   -1.83
2018   2 18 49   -1.69
2018   2 18 50   -1.77
2018   2 18 51   -1.62
2018   2 18 52   -1.75
2018   2 18 53   -1.67
2018   2 18 54   -1.69
2018   2 18 55   -1.54
2018   2 18 56   -1.53
2018   2 18 57   -1.46
2018   2 18 58   -1.78
2018   2 18 59   -1.70
2018   2 19  0   -1.66
2018   2 19  1   -1.39
2018   2 19  2   -1.58
2018   2 19  3   -1.63
2018   2 19  4   -1.71
2018   2 19  5   -1.84
2018   2 19  6   -1.75
2018   2 19  7   -1.81
2018   2 19  8   -1.89
2018   2 19  9   -1.72
2018   2 19 10   -1.38
2018   2 19 11   -1.34
2018   2 19 12   -1.31
2018   2 19 13   -1.37
2018   2 19 14   -1.42
2018   2 19 15   -1.46
2018   2 19 16   -1.30
2018   2 19 17   -1.30
2018   2 19 18   -1.30
2018   2 19 19   -1.15
2018   2 19 20   -1.16
2018   2 19 21   -1.21
2018   2 19 22   -1.28
2018   2 19 23   -1.24
2018   2 19 24   -1.24
2018   2 19 25   -1.23
2018   2 19 26   -1.24
2018   2 19 27   -1.06
2018   2 19 28   -1.06
2018   2 19 29   -1.08
2018   2 19 30   -1.17
2018   2 19 31   -1.20
2018   2 19 32   -1.22
2018   2 19 33   -1.24
2018   2 19 34   -1.23
2018   2 19 35   -1.23
2018   2 19 36   -1.17
2018   2 19 37   -1.12
2018   2 19 38   -1.06
2018   2 19 39   -0.98
2018   2 19 40   -1.08
2018   2 19 41   -1.18
2018   2 19 42   -1.12
2018   2 19 43   -1.15
2018   2 19 44   -1.18
2018   2 19 45   -1.12
2018   2 19 46   -1.17
2018   2 19 47   -1.24
2018   2 19 48   -1.24
2018   2 19 49   -1.32
2018   2 19 50   -1.40
2018   2 19 51   -1.54
2018   2 19 52   -1.41
2018   2 19 53   -1.30
2018   2 19 54   -1.45
2018   2 19 55   -1.32
2018   2 19 56   -1.26
2018   2 19 57   -1.18
2018   2 19 58   -1.06
2018   2 19 59   -1.06
2018   2 20  0   -1.17
2018   2 20  1   -1.36
2018   2 20  2   -1.29
2018   2 20  3   -1.27
2018   2 20  4   -1.23
2018   2 20  5   -1.06
2018   2 20  6   -1.06
2018   2 20  7   -0.96
2018   2 20  8   -0.99
2018   2 20  9   -1.02
2018   2 20 10   -1.21
2018   2 20 11   -1.40
2018   2 20 12   -1.55
2018   2 20 13   -1.11
2018   2 20 14   -0.64
2018   2 20 15   -0.59
2018   2 20 16   -0.51
2018   2 20 17   -0.77
2018   2 20 18   -0.79
2018   2 20 19   -0.71
2018   2 20 20   -0.66
2018   2 20 21   -0.35
2018   2 20 22   -0.46
2018   2 20 23   -0.70
2018   2 20 24   -0.73
2018   2 20 25   -1.01
2018   2 20 26   -1.01
2018   2 20 27   -0.74
2018   2 20 28   -0.61
2018   2 20 29   -0.64
2018   2 20 30   -0.54
2018   2 20 31   -0.46
2018   2 20 32   -0.52
2018   2 20 33   -0.27
2018   2 20 34    0.04
2018   2 20 35   -0.31
2018   2 20 36   -0.45
2018   2 20 37   -0.65
2018   2 20 38   -0.51
2018   2 20 39   -0.38
2018   2 20 40   -0.25
2018   2 20 41   -0.25
2018   2 20 42   -0.16
2018   2 20 43   -0.08
2018   2 20 44   -0.03
2018   2 20 45   -0.19
2018   2 20 46   -0.01
2018   2 20 47    0.14
2018   2 20 48    0.26
2018   2 20 49    0.56
2018   2 20 50    0.42
2018   2 20 51    0.30
2018   2 20 52    0.22
2018   2 20 53    0.06
2018   2 20 54   -0.03
2018   2 20 55    0.10
2018   2 20 56    0.34
2018   2 20 57    0.94
2018   2 20 58    0.86
2018   2 20 59    0.80
2018   2 21  0    0.99
2018   2 21  1    0.75
2018   2 21  2    0.84
2018   2 21  3    0.99
2018   2 21  4    1.01
2018   2 21  5    1.06
2018   2 21  6    1.21
2018   2 21  7    1.44
2018   2 21  8    1.38
2018   2 21  9    1.38
2018   2 21 10    1.37
2018   2 21 11    1.50
2018   2 21 12    1.86
2018   2 21 13    1.73
2018   2 21 14    1.34
2018   2 21 15    1.55
2018   2 21 16    1.28
2018   2 21 17    1.34
2018   2 21 18    1.06
2018   2 21 19    1.28
2018   2 21 20    1.21
2018   2 21 21    1.36
2018   2 21 22    1.36
2018   2 21 23    1.22
2018   2 21 24    1.13
2018   2 21 25    0.87
2018   2 21 26    0.67
2018   2 21 27    1.04
2018   2 21 28    1.14
2018   2 21 29    1.39
2018   2 21 30    1.44
2018   2 21 31    1.46
2018   2 21 32    1.63
2018   2 21 33    1.01
2018   2 21 34    1.16
2018   2 21 35    1.11
2018   2 21 36    1.16
2018   2 21 37    1.56
2018   2 21 38    1.34
2018   2 21 39    0.52
2018   2 21 40    1.36
2018   2 21 41    1.52
2018   2 21 42    1.44
2018   2 21 43    1.29
2018   2 21 44    1.33
2018   2 21 45    1.24
2018   2 21 46    1.41
2018   2 21 47    1.53
2018   2 21 48    1.16
2018   2 21 49    1.24
2018   2 21 50    1.53
2018   2 21 51    1.79
2018   2 21 52    1.85
2018   2 21 53    1.48
2018   2 21 54    1.74
2018   2 21 55    1.60
2018   2 21 56    0.98
2018   2 21 57    0.84
2018   2 21 58    1.09
2018   2 21 59    1.27
2018   2 22  0    1.06
2018   2 22  1    1.29
2018   2 22  2    1.09
2018   2 22  3    1.01
2018   2 22  4    1.29
2018   2 22  5    1.56
2018   2 22  6    1.34
2018   2 22  7    1.38
2018   2 22  8    1.03
2018   2 22  9    0.93
2018   2 22 10    1.52
2018   2 22 11    1.90
2018   2 22 12    1.67
2018   2 22 13    1.52
2018   2 22 14    0.97
2018   2 22 15    0.51
2018   2 22 16    1.08
2018   2 22 17    1.21
2018   2 22 18    1.14
2018   2 22 19    1.32
2018   2 22 20    1.35
2018   2 22 21    1.34
2018   2 22 22    1.30
2018   2 22 23    1.30
2018   2 22 24    1.43
2018   2 22 25    1.62
2018   2 22 26    1.44
2018   2 22 27    0.89
2018   2 22 28    0.68
2018   2 22 29    0.88
2018   2 22 30    0.51
2018   2 22 31    0.28
2018   2 22 32    1.04
2018   2 22 33    0.67
2018   2 22 34   -0.76
2018   2 22 35   -0.14
2018   2 22 36    0.14
2018   2 22 37    0.17
2018   2 22 38    0.67
2018   2 22 39    0.82
2018   2 22 40    0.72
2018   2 22 41    0.88
2018   2 22 42    0.54
2018   2 22 43    0.62
2018   2 22 44    0.29
2018   2 22 45   -1.00
2018   2 22 46   -0.86
2018   2 22 47   -0.92
2018   2 22 48   -0.90
2018   2 22 49   -1.22
2018   2 22 50   -1.31
2018   2 22 51   -1.19
2018   2 22 52   -1.08
2018   2 22 53   -1.32
2018   2 22 54    0.63
2018   2 22 55   -0.30
2018   2 22 56    0.10
2018   2 22 57    0.27
2018   2 22 58    1.24
2018   2 22 59    1.04
2018   2 23  0    1.00
2018   2 23  1    0.92
2018   2 23  2    1.23
2018   2 23  3    0.30
2018   2 23  4    0.30
2018   2 23  5    0.80
2018   2 23  6    0.53
2018   2 23  7    1.33
2018   2 23  8    1.68
2018   2 23  9    0.26
2018   2 23 10   -0.75
2018   2 23 11   -0.84
2018   2 23 12    0.18
2018   2 23 13   -0.12
2018   2 23 14   -0.30
2018   2 23 15   -0.14
2018   2 23 16   -1.51
2018   2 23 17   -1.91
2018   2 23 18   -2.04
2018   2 23 19   -2.03
2018   2 23 20   -1.76
2018   2 23 21   -0.48
2018   2 23 22   -0.45
2018   2 23 23   -0.54
2018   2 23 24   -0.58
2018   2 23 25   -0.70
2018   2 23 26   -0.55
2018   2 23 27   -0.67
2018   2 23 28   -0.72
2018   2 23 29   -0.90
2018   2 23 30   -0.36
2018   2 23 31   -0.69
2018   2 23 32   -0.52
2018   2 23 33   -0.15
2018   2 23 34   -0.09
2018   2 23 35    0.50
2018   2 23 36    0.50
2018   2 23 37    0.96
2018   2 23 38    0.85
2018   2 23 39    0.68
2018   2 23 40    1.19
2018   2 23 41    1.53
2018   2 23 42    1.51
2018   2 23 43    1.37
2018   2 23 44    1.31
2018   2 23 45    1.24
2018   2 23 46    1.34
2018   2 23 47    1.54
2018   2 23 48    1.64
2018   2 23 49    1.60
2018   2 23 50    1.55
2018   2 23 51    1.37
2018   2 23 52    1.33
2018   2 23 53    1.30
2018   2 23 54    1.39
2018   2 23 55    1.53
2018   2 23 56    1.64
2018   2 23 57    1.69
2018   2 23 58    1.74
2018   2 23 59    1.72
2018   3  0  0    1.65
2018   3  0  1    1.56
2018   3  0  2    1.27
2018   3  0  3    1.52
2018   3  0  4    1.79
2018   3  0  5    1.65
2018   3  0  6    1.08
2018   3  0  7    2.19
2018   3  0  8    2.23
2018   3  0  9    1.89
2018   3  0 10    1.91
2018   3  0 11    1.68
2018   3  0 12    1.72
2018   3  0 13    1.83
2018   3  0 14    1.88
2018   3  0 15    2.43
2018   3  0 16    1.69
2018   3  0 17    1.03
2018   3  0 18    1.11
2018   3  0 19    1.03
2018   3  0 20    1.60
2018   3  0 21    1.52
2018   3  0 22    1.31
2018   3  0 23    0.18
2018   3  0 24    0.68
2018   3  0 25    0.02
2018   3  0 26    0.62
2018   3  0 27    0.25
2018   3  0 28    0.77
2018   3  0 29    0.78
2018   3  0 30    0.34
2018   3  0 31    0.15
2018   3  0 32    0.81
2018   3  0 33    0.20
2018   3  0 34    1.04
2018   3  0 35    0.90
2018   3  0 36    0.68
2018   3  0 37    0.76
2018   3  0 38    0.26
2018   3  0 39    0.01
2018   3  0 40    0.16
2018   3  0 41    0.50
2018   3  0 42    0.43
2018   3  0 43    0.02
2018   3  0 44    0.06
2018   3  0 45    0.41
2018   3  0 46    0.37
2018   3  0 47    0.33
2018   3  0 48    0.63
2018   3  0 49    0.26
2018   3  0 50    0.50
2018   3  0 51    0.29
2018   3  0 52    0.30
2018   3  0 53    0.58
2018   3  0 54    0.50
2018   3  0 55    0.35
2018   3  0 56    0.41
2018   3  0 57    0.48
2018   3  0 58    0.54
2018   3  0 59    0.54
2018   3  1  0    0.72
2018   3  1  1    0.58
2018   3  1  2    0.62
2018   3  1  3    0.67
2018   3  1  4    0.53
2018   3  1  5    0.69
2018   3  1  6    0.63
2018   3  1  7    0.37
2018   3  1  8    0.11
2018   3  1  9    0.11
2018   3  1 10    0.15
2018   3  1 11   -0.11
2018   3  1 12   -0.19
2018   3  1 13    0.02
2018   3  1 14    0.61
2018   3  1 15    0.68
2018   3  1 16    0.66
2018   3  1 17    0.31
2018   3  1 18    0.52
2018   3  1 19    0.34
2018   3  1 20    0.04
2018   3  1 21   -0.24
2018   3  1 22    0.11
2018   3  1 23   -0.13
2018   3  1 24   -0.25
2018   3  1 25   -0.61
2018   3  1 26   -0.01
2018   3  1 27    0.32
2018   3  1 28   -1.37
2018   3  1 29   -1.46
2018   3  1 30   -0.94
2018   3  1 31   -1.12
2018   3  1 32   -1.00
2018   3  1 33   -1.06
2018   3  1 34   -0.86
2018   3  1 35   -1.25
2018   3  1 36   -1.43
2018   3  1 37   -1.15
2018   3  1 38   -1.36
2018   3  1 39   -1.46
2018   3  1 40   -1.39
2018   3  1 41   -1.09
2018   3  1 42   -1.08
2018   3  1 43   -0.86
2018   3  1 44   -0.65
2018   3  1 45   -0.98
2018   3  1 46   -1.31
2018   3  1 47   -1.14
2018   3  1 48   -1.17
2018   3  1 49   -1.34
2018   3  1 50   -1.18
2018   3  1 51   -0.89
2018   3  1 52   -1.12
2018   3  1 53   -0.92
2018   3  1 54   -0.92
2018   3  1 55   -0.84
2018   3  1 56   -0.82
2018   3  1 57   -0.83
2018   3  1 58   -1.08
2018   3  1 59   -1.34
2018   3  2  0   -1.81
2018   3  2  1   -1.44
2018   3  2  2   -1.59
2018   3  2  3   -1.65
2018   3  2  4   -1.07
2018   3  2  5   -0.78
2018   3  2  6   -0.49
2018   3  2  7   -0.63
2018   3  2  8   -0.76
2018   3  2  9   -0.95
2018   3  2 10   -0.86
2018   3  2 11   -0.59
2018   3  2 12   -0.58
2018   3  2 13   -0.68
2018   3  2 14   -0.85
2018   3  2 15   -0.81
2018   3  2 16   -0.72
2018   3  2 17   -0.80
2018   3  2 18   -0.62
2018   3  2 19   -0.65
2018   3  2 20   -0.59
2018   3  2 21   -0.63
2018   3  2 22   -0.62
2018   3  2 23   -0.53
2018   3  2 24   -0.23
2018   3  2 25   -0.38
2018   3  2 26   -0.57
2018   3  2 27   -0.61
2018   3  2 28   -0.72
2018   3  2 29   -0.79
2018   3  2 30   -0.63
2018   3  2 31   -1.21
2018   3  2 32   -1.08
2018   3  2 33   -0.78
2018   3  2 34   -0.73
2018   3  2 35   -0.70
2018   3  2 36   -0.50
2018   3  2 37   -0.60
2018   3  2 38   -0.80
2018   3  2 39   -0.24
2018   3  2 40   -0.19
2018   3  2 41   -0.01
2018   3  2 42    0.12
2018   3  2 43    0.00
2018   3  2 44    0.14
2018   3  2 45   -0.06
2018   3  2 46    0.02
2018   3  2 47   -0.03
2018   3  2 48    0.17
2018   3  2 49   -0.03
2018   3  2 50   -0.40
2018   3  2 51   -0.57
2018   3  2 52   -0.90
2018   3  2 53   -0.83
2018   3  2 54   -0.53
2018   3  2 55   -0.47
2018   3  2 56   -0.47
2018   3  2 57   -0.40
2018   3  2 58   -0.65
2018   3  2 59   -0.69
2018   3  3  0   -0.43
2018   3  3  1   -0.62
2018   3  3  2   -0.38
2018   3  3  3   -0.12
2018   3  3  4   -0.29
2018   3  3  5   -0.56
2018   3  3  6   -1.21
2018   3  3  7   -0.86
2018   3  3  8   -0.54
2018   3  3  9   -0.55
2018   3  3 10   -0.41
2018   3  3 11   -0.31
2018   3  3 12   -0.34
2018   3  3 13   -0.43
2018   3  3 14   -0.20
2018   3  3 15   -0.07
2018   3  3 16   -0.16
2018   3  3 17    0.08
2018   3  3 18    0.12
2018   3  3 19    0.09
2018   3  3 20    0.13
2018   3  3 21    0.14
2018   3  3 22   -0.05
2018   3  3 23   -0.13
2018   3  3 24    0.14
2018   3  3 25    0.00
2018   3  3 26    0.02
2018   3  3 27    0.28
2018   3  3 28    0.45
2018   3  3 29    0.01
2018   3  3 30    0.05
2018   3  3 31    0.33
